id,citing,citing_venue,cited,cited_venue,creation,is_citing_iris,is_cited_iris,flow,citing_issns,cited_issns,citing_scimago_area,citing_scimago_category,citing_doaj_lcc,citing_doaj_subject,cited_scimago_area,cited_scimago_category,cited_doaj_lcc,cited_doaj_subject
oci:0610519087-061901655828,omid:br/0610519087,Physical Chemistry Chemical Physics [omid:br/064010713 issn:1463-9076 issn:1463-9084 openalex:S181332294],omid:br/061901655828,The Journal Of Chemical Physics [omid:br/067037880 issn:0021-9606 issn:1089-7690 openalex:S77047749],2017,True,False,Outgoing,"['14639076', '14639084']","['00219606', '10897690']",Chemistry; Physics and Astronomy,Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2),,,Chemistry; Medicine; Physics and Astronomy,Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1); Medicine (miscellaneous) (Q2),,
oci:06504455064-061102045989,omid:br/06504455064,Journal Of Chemical Theory And Computation [omid:br/0619047782 issn:1549-9618 issn:1549-9626 openalex:S189701308],omid:br/061102045989,Journal Of Chemical Theory And Computation [omid:br/0619047782 issn:1549-9618 issn:1549-9626 openalex:S189701308],2023-07-26,False,True,Incoming,"['15499618', '15499626']","['15499618', '15499626']",Chemistry; Computer Science,Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1),,,Chemistry; Computer Science,Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1),,
oci:06801833601-06301833620,omid:br/06801833601,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],omid:br/06301833620,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],2014-06,False,True,Incoming,"['10298479', '11266708']","['10298479', '11266708']",Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:061801390233-06302833102,omid:br/061801390233,Review Of Scientific Instruments [omid:br/0623034124 issn:0034-6748 issn:1089-7623 openalex:S31010182],omid:br/06302833102,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],2016-02,False,True,Incoming,"['00346748', '10897623']",['03702693'],Medicine; Physics and Astronomy,Instrumentation (Q2); Medicine (miscellaneous) (Q3),,,Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics
oci:06701667329-06601835722,omid:br/06701667329,Zeitschrift Für Physik C Particles And Fields [omid:br/0612035595 issn:0170-9739 issn:1431-5858 issn:1434-6044 issn:1434-6052],omid:br/06601835722,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],2015-04,True,True,Internal,"['01709739', '14315858', '14346044', '14346052']","['10298479', '11266708']",Engineering; Physics and Astronomy,Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1),QB460-466|QC770-798,Science: Astronomy: Astrophysics | Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:0660198733-0690722831,omid:br/0660198733,Pigment Cell Research [omid:br/062402888 doi:10.1111/(issn)1600-0749 issn:0893-5785 issn:1600-0749 openalex:S180366410],omid:br/0690722831,Journal Of Experimental Medicine [omid:br/0625012591 doi:10.1084/jem issn:0022-1007 issn:1540-9538 openalex:S22947807],2007-08-06,True,False,Outgoing,"['16000749', '08935785', '16000749']","['00221007', '15409538']",,,,,Immunology and Microbiology; Medicine,Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1),,
oci:062601632665-061303117011,omid:br/062601632665,Head & Neck [omid:br/061805911 doi:10.1002/(issn)1097-0347 issn:1043-3074 issn:1097-0347 openalex:S4210201749],omid:br/061303117011,Ethnicities [omid:br/061303117153 issn:1468-7968 issn:1741-2706 openalex:S189112142],2010-06-01,False,True,Incoming,"['10970347', '10433074', '10970347']","['14687968', '17412706']",Medicine,Otorhinolaryngology (Q1),,,Arts and Humanities; Social Sciences,Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1),,
oci:061902056115-06301831768,omid:br/061902056115,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],omid:br/06301831768,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],2021-09-17,False,True,Incoming,"['00319007', '10797114']","['10298479', '11266708']",Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:06601333014-06170328133,omid:br/06601333014,International Mathematics Research Notices [omid:br/0626039912 issn:1073-7928 issn:1687-0247 openalex:S111381568],omid:br/06170328133,Journal Of Differential Geometry [omid:br/061806138 issn:0022-040X openalex:S23326474],2020-02-24,True,False,Outgoing,"['10737928', '16870247']",['0022040X'],Mathematics,Mathematics (miscellaneous) (Q1),,,Mathematics,Algebra and Number Theory (Q1); Analysis (Q1); Geometry and Topology (Q1),,
oci:062203909437-0690664030,omid:br/062203909437,SSRN Electronic Journal [omid:br/061205167 issn:1556-5068 openalex:S4210172589],omid:br/0690664030,NEJM Catalyst [omid:br/06302483471 issn:2642-0007 openalex:S4210200664],2021,False,True,Incoming,['15565068'],['26420007'],,,,,Medicine; Nursing,Health Policy (Q1); Leadership and Management (Q1); Health Informatics (Q2),,
oci:0650560943-0690724871,omid:br/0650560943,Biomaterials Science [omid:br/0622010141 issn:2047-4830 issn:2047-4849 openalex:S2494179437],omid:br/0690724871,Nanoscale [omid:br/0626023148 doi:10.1039/2040-3372/2009 issn:2040-3364 issn:2040-3372 openalex:S23181512],2022,False,True,Incoming,"['20474830', '20474849']","['20403372', '20403364', '20403372']",Engineering; Materials Science,Biomedical Engineering (Q1); Materials Science (miscellaneous) (Q1),,,Materials Science,Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q2),,
oci:06201428164-06901910688,omid:br/06201428164,Molecules [omid:br/065030790 issn:1420-3049 openalex:S108911230],omid:br/06901910688,Nanomaterials [omid:br/066043466 issn:2079-4991 openalex:S2764646681],2020-01-23,False,True,Incoming,['14203049'],['20794991'],"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics",Analytical Chemistry (Q1); Chemistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Organic Chemistry (Q1); Pharmaceutical Science (Q1); Physical and Theoretical Chemistry (Q1); Drug Discovery (Q2); Molecular Medicine (Q2),QD241-441,Science: Chemistry: Organic chemistry,Chemical Engineering; Materials Science,Chemical Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),QD1-999,Science: Chemistry
oci:061501523791-06170295642,omid:br/061501523791,Plos One [omid:br/068038897 issn:1932-6203 openalex:S202381698],omid:br/06170295642,Nature Materials [omid:br/061205501 issn:1476-1122 issn:1476-4660 openalex:S103895331],2014-08-25,True,False,Outgoing,['19326203'],"['14761122', '14764660']",Multidisciplinary,Multidisciplinary (Q1),R|Q,Medicine | Science,Chemistry; Engineering; Materials Science; Physics and Astronomy,Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1),,
oci:061701295697-06170344202,omid:br/061701295697,"Journal Of Physics B: Atomic, Molecular And Optical Physics [omid:br/0616036311 issn:0953-4075 issn:1361-6455 openalex:S108417319]",omid:br/06170344202,Nature [omid:br/0626016512 issn:0028-0836 issn:1465-7392 issn:1476-4679 issn:1476-4687 issn:1744-7933],2013-01-07,False,True,Incoming,"['09534075', '13616455']","['00280836', '14657392', '14764679', '14764687', '17447933']",Physics and Astronomy,"Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2)",,,Multidisciplinary,Multidisciplinary (Q1),,
oci:06101449205-06303943156,omid:br/06101449205,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],omid:br/06303943156,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],2005-06-13,True,False,Outgoing,"['15502368', '15507998']","['10298479', '11266708']",,,,,Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:061704361997-061802055952,omid:br/061704361997,PRX Quantum [omid:br/06190652447 issn:2691-3399 openalex:S4210195673],omid:br/061802055952,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2024-05-17,False,True,Incoming,['26913399'],"['00319007', '10797114']",Computer Science; Engineering; Materials Science; Mathematics; Physics and Astronomy,"Applied Mathematics (Q1); Computer Science (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Mathematical Physics (Q1); Physics and Astronomy (miscellaneous) (Q1)",QC1-999|QA76.75-76.765,Science: Physics | Science: Mathematics: Instruments and machines: Electronic computers. Computer science: Computer software,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:06501843538-062501420767,omid:br/06501843538,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],omid:br/062501420767,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],2015-12,False,True,Incoming,"['10298479', '11266708']","['15502368', '15507998']",Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,,,,
oci:061403894799-06203727201,omid:br/061403894799,Croatian Regional Development Journal [omid:br/061601077545 issn:2718-4978 openalex:S4210206353],omid:br/06203727201,Nature Physics [omid:br/0622061045 issn:1745-2473 issn:1745-2481 openalex:S156274416],2023-07-07,True,False,Outgoing,['27184978'],"['17452473', '17452481']",,,,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:0660982821-06801511246,omid:br/0660982821,Photochem [omid:br/0660983064 issn:2673-7256 openalex:S4210214346],omid:br/06801511246,Environmental Epidemiology [omid:br/06402423648 issn:2474-7882 openalex:S4210236793],2021-03-10,False,True,Incoming,['26737256'],['24747882'],Chemistry,Chemistry (miscellaneous) (Q2),QD1-999,Science: Chemistry,Environmental Science; Medicine,"Epidemiology (Q1); Health, Toxicology and Mutagenesis (Q1); Pollution (Q1); Public Health, Environmental and Occupational Health (Q1); Global and Planetary Change (Q2)",TD1-1066,Technology: Environmental technology. Sanitary engineering
oci:06701426500-06602444291,omid:br/06701426500,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],omid:br/06602444291,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2011-12-06,False,True,Incoming,"['15502368', '15507998']","['00319007', '10797114']",,,,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:06501317234-062503492673,omid:br/06501317234,Superconductor Science And Technology [omid:br/0616036291 issn:0953-2048 issn:1361-6668 openalex:S93909106],omid:br/062503492673,Physical Review B [omid:br/0616012786 issn:0163-1829 issn:1095-3795 issn:1098-0121 issn:1550-235X],2016-12-13,False,True,Incoming,"['09532048', '13616668']","['01631829', '10953795', '10980121', '1550235X']",Engineering; Materials Science; Physics and Astronomy,Ceramics and Composites (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1),,,,,,
oci:062503919965-06601438052,omid:br/062503919965,Classical And Quantum Gravity [omid:br/061606259 issn:0264-9381 issn:1361-6382 openalex:S171172751],omid:br/06601438052,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],2023-07-17,False,True,Incoming,"['02649381', '13616382']","['15502368', '15507998']",Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,,,,
oci:062203968226-061501344849,omid:br/062203968226,Nature Communications [omid:br/0623032092 doi:10.1038/41467.2041-1723 issn:2041-1723 openalex:S64187185],omid:br/061501344849,Nucleic Acids Research [omid:br/061502934 issn:0305-1048 issn:1362-4962 openalex:S134668137],2023-07-19,True,False,Outgoing,"['20411723', '20411723']","['03051048', '13624962']","Biochemistry, Genetics and Molecular Biology; Chemistry; Multidisciplinary; Physics and Astronomy","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Multidisciplinary (Q1); Physics and Astronomy (miscellaneous) (Q1)",Q,Science,"Biochemistry, Genetics and Molecular Biology",Genetics (Q1),QH426-470,Science: Biology (General): Genetics
oci:061201845253-061201111538,omid:br/061201845253,Nitric Oxide [omid:br/0621041132 issn:1089-8603 openalex:S152998702],omid:br/061201111538,Journal Of Cellular And Molecular Medicine [omid:br/0619029406 issn:1582-1838 issn:1582-4934 openalex:S76698325],2014-12,False,True,Incoming,['10898603'],"['15821838', '15824934']","Biochemistry, Genetics and Molecular Biology",Biochemistry (Q2); Clinical Biochemistry (Q2); Physiology (Q2); Cancer Research (Q3),,,"Biochemistry, Genetics and Molecular Biology",Cell Biology (Q2); Molecular Medicine (Q2),R|R5-920,Medicine: Medicine (General)
oci:06801850501-06502864460,omid:br/06801850501,Journal Of Cosmology And Astroparticle Physics [omid:br/062039004 issn:1475-7508 issn:1475-7516 openalex:S120662888],omid:br/06502864460,Nuclear Physics B [omid:br/069057982 issn:0550-3213 issn:1873-1562 openalex:S4210194812],2012-04-03,True,False,Outgoing,"['14757508', '14757516']","['05503213', '18731562']",Physics and Astronomy,Astronomy and Astrophysics (Q2),,,Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:0680586885-06260642286,omid:br/0680586885,Journal Of Physics: Conference Series [omid:br/061011806 doi:10.1088/issn.1742-6596 issn:1742-6588 issn:1742-6596],omid:br/06260642286,Physical Review B [omid:br/0616012786 issn:0163-1829 issn:1095-3795 issn:1098-0121 issn:1550-235X],2009-01-07,False,True,Incoming,"['17426596', '17426588', '17426596']","['01631829', '10953795', '10980121', '1550235X']",Physics and Astronomy,Physics and Astronomy (miscellaneous),,,,,,
oci:06401848376-061403482618,omid:br/06401848376,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],omid:br/061403482618,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2019-11,True,False,Outgoing,"['10298479', '11266708']","['00319007', '10797114']",Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:062101772776-062401303605,omid:br/062101772776,Physical Review A [omid:br/0619043744 issn:2469-9926 issn:2469-9934 openalex:S4210182288],omid:br/062401303605,Physical Review A [omid:br/061032719 issn:1050-2947 issn:1094-1622 openalex:S164566984],2018-12-26,False,True,Incoming,"['24699926', '24699934']","['10502947', '10941622']",Physics and Astronomy,"Atomic and Molecular Physics, and Optics (Q1)",,,,,,
oci:06180272756-06501027512,omid:br/06180272756,Quaderni Di Sociologia [omid:br/06180273096 issn:0033-4952 issn:2421-5848 openalex:S4210212783],omid:br/06501027512,Environmental Politics [omid:br/0613021370 issn:0964-4016 issn:1743-8934 openalex:S123005105],2006-08-01,True,False,Outgoing,"['00334952', '24215848']","['09644016', '17438934']",,,HM401-1281,Social Sciences: Sociology (General),Environmental Science; Social Sciences,Environmental Science (miscellaneous) (Q1); Sociology and Political Science (Q1),,
oci:062103964744-06202438528,omid:br/062103964744,Journal Of Physics G: Nuclear And Particle Physics [omid:br/0612059308 issn:0954-3899 issn:1361-6471 openalex:S78376336],omid:br/06202438528,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2022-12-22,True,False,Outgoing,"['09543899', '13616471']","['00319007', '10797114']",Physics and Astronomy,Nuclear and High Energy Physics (Q1),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:06202825213-06502449714,omid:br/06202825213,Physics Reports [omid:br/0625047923 issn:0370-1573 openalex:S48633963],omid:br/06502449714,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2010-11,False,True,Incoming,['03701573'],"['00319007', '10797114']",Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:061801839414-0680496684,omid:br/061801839414,Calculus Of Variations And Partial Differential Equations [omid:br/0618041983 issn:0944-2669 issn:1432-0835 openalex:S138240904],omid:br/0680496684,Communications In Mathematical Physics [omid:br/0623011170 issn:0010-3616 issn:1432-0916 openalex:S100601982],2017-08-23,False,True,Incoming,"['09442669', '14320835']","['00103616', '14320916']",Mathematics,Analysis (Q1); Applied Mathematics (Q1),,,Mathematics; Physics and Astronomy,Mathematical Physics (Q1); Statistical and Nonlinear Physics (Q1),,
oci:061104051326-061101227979,omid:br/061104051326,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],omid:br/061101227979,Nature Reviews Physics [omid:br/061101228444 issn:2522-5820 openalex:S4210234670],2023-02-03,False,True,Incoming,"['13652966', '00358711', '13652966']",['25225820'],Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:0645068344-06210509976,omid:br/0645068344,Biochimica Et Biophysica Acta (BBA) - Molecular And Cell Biology Of Lipids [omid:br/0615056303 issn:1388-1981 openalex:S4210172276],omid:br/06210509976,Neurobiology Of Disease [omid:br/064010628 issn:0969-9961 openalex:S35878148],2023-09,False,True,Incoming,['13881981'],['09699961'],"Biochemistry, Genetics and Molecular Biology",Cell Biology (Q2); Molecular Biology (Q2),,,Neuroscience,Neurology (Q1),RC321-571,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry
oci:061501734997-0650558763,omid:br/061501734997,Journal Of Nanobiotechnology [omid:br/066040836 issn:1477-3155 openalex:S41231013],omid:br/0650558763,Journal Of Materials Chemistry [omid:br/062209956 doi:10.1039/1364-5501/1991 issn:0959-9428 issn:1364-5501 openalex:S45305740],2017-06-21,False,True,Incoming,['14773155'],"['13645501', '09599428', '13645501']","Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Immunology and Microbiology; Materials Science; Medicine; Pharmacology, Toxicology and Pharmaceutics",Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Medicine (miscellaneous) (Q1); Molecular Medicine (Q1); Nanoscience and Nanotechnology (Q1); Pharmaceutical Science (Q1),TP248.13-248.65|R855-855.5,Technology: Chemical technology: Biotechnology | Medicine: Medicine (General): Medical technology,,,,
oci:06260100584-062503794127,omid:br/06260100584,Journal Of Biological Chemistry [omid:br/06903738 doi:10.1074/jbc issn:0021-9258 issn:1083-351X openalex:S140251998],omid:br/062503794127,Biochemical Pharmacology [omid:br/0625051570 issn:0006-2952 issn:1873-2968 openalex:S185534594],2018-08,True,False,Outgoing,"['00219258', '1083351X']","['00062952', '18732968']","Biochemistry, Genetics and Molecular Biology",Biochemistry (Q1); Cell Biology (Q1); Molecular Biology (Q1),QD415-436,Science: Chemistry: Organic chemistry: Biochemistry,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics",Biochemistry (Q1); Pharmacology (Q1),,
